period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2016-Q1,TN,Tennessee,ALL,all sectors,3277606,8.89,2212.50876,24884.93252,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,TX,Texas,ALL,all sectors,12017220,8.33,7436.2456,89303.63255,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,US,U.S. Total,ALL,all sectors,149492045,9.99,90237.35813,903508.2869,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,UT,Utah,ALL,all sectors,1169116,8.2,588.13784,7175.53047,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,VA,Virginia,ALL,all sectors,3785042,9.09,2610.98841,28738.43847,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,VT,Vermont,ALL,all sectors,366095,14.33,206.11245,1437.90549,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,WA,Washington,ALL,all sectors,3360453,7.75,1881.11727,24267.43146,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,WI,Wisconsin,ALL,all sectors,3008016,10.5,1810.36082,17236.59323,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,WNC,West North Central,ALL,all sectors,10862548,8.92,6543.64348,73336.805,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,WSC,West South Central,ALL,all sectors,17988315,7.98,10830.23803,135650.06495,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,WV,West Virginia,ALL,all sectors,1016499,8.88,774.89341,8726.49807,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2016-Q1,WY,Wyoming,ALL,all sectors,337007,8.11,348.75481,4300.24748,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,AK,Alaska,ALL,all sectors,335583,17.47,282.59458,1617.99517,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,AL,Alabama,ALL,all sectors,2559875,8.8,1726.50309,19627.02746,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,AR,Arkansas,ALL,all sectors,1584396,7.94,821.01801,10339.37173,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,AZ,Arizona,ALL,all sectors,3028046,9.55,1673.39528,17522.09345,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,CA,California,ALL,all sectors,15308796,15.05,9895.73864,65762.98222,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,CO,Colorado,ALL,all sectors,2619238,9.7,1298.04585,13381.21876,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,CT,Connecticut,ALL,all sectors,1626442,16.88,1106.93693,6556.98799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,DC,District of Columbia,ALL,all sectors,278982,12.23,300.14314,2453.32397,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,DE,Delaware,ALL,all sectors,470116,11.16,284.25035,2547.27229,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,ENC,East North Central,ALL,all sectors,22356215,9.78,12770.83735,130554.11207,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,ESC,East South Central,ALL,all sectors,9603588,8.86,6090.14907,68767.50697,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,FL,Florida,ALL,all sectors,10274657,10.32,5766.8258,55890.23966,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,GA,Georgia,ALL,all sectors,4791112,8.79,2628.61385,29908.52802,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,HI,Hawaii,ALL,all sectors,490307,24.32,593.72255,2441.69247,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,IA,Iowa,ALL,all sectors,1597588,7.57,858.52233,11340.56545,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,ID,Idaho,ALL,all sectors,839683,7.9,419.87279,5311.60834,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,IL,Illinois,ALL,all sectors,5802995,9.31,2962.27353,31819.16625,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,IN,Indiana,ALL,all sectors,3181525,8.89,2125.14313,23913.90127,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,KS,Kansas,ALL,all sectors,1486045,9.95,889.18776,8932.66908,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,KY,Kentucky,ALL,all sectors,2258929,8.2,1363.44636,16634.04644,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,LA,Louisiana,ALL,all sectors,2367626,7.4,1564.85479,21159.87121,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MA,Massachusetts,ALL,all sectors,3229074,16.03,2012.89832,12555.57596,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MAT,Middle Atlantic,ALL,all sectors,18208217,12.48,10496.89892,84080.84617,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MD,Maryland,ALL,all sectors,2528501,12.13,1640.60669,13527.45704,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,ME,Maine,ALL,all sectors,790463,12.49,365.04925,2921.9885,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MI,Michigan,ALL,all sectors,4833217,10.61,2580.43639,24319.23051,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MN,Minnesota,ALL,all sectors,2657460,9.33,1489.13431,15958.46413,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MO,Missouri,ALL,all sectors,3123446,8.97,1629.14,18154.6413,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MS,Mississippi,ALL,all sectors,1516346,9.17,1012.11338,11035.22521,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MT,Montana,ALL,all sectors,608101,8.71,310.13645,3560.48225,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,MTN,Mountain,ALL,all sectors,10913872,8.97,5849.09373,65215.2242,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NC,North Carolina,ALL,all sectors,5033888,9.17,2728.97854,29750.08693,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,ND,North Dakota,ALL,all sectors,456220,8.5,395.19001,4650.5766,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NE,Nebraska,ALL,all sectors,1039949,8.39,583.57433,6958.01598,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NEW,New England,ALL,all sectors,7234381,15.77,4358.18748,27644.39936,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NH,New Hampshire,ALL,all sectors,719964,15.5,391.5794,2526.08597,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NJ,New Jersey,ALL,all sectors,4029152,12.94,2136.48666,16511.64018,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NM,New Mexico,ALL,all sectors,1025444,9.01,505.66536,5612.57378,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NV,Nevada,ALL,all sectors,1294539,8.6,696.90778,8107.0884,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,NY,New York,ALL,all sectors,8154561,14.46,4969.91166,34369.99225,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,OH,Ohio,ALL,all sectors,5533989,9.93,3377.07841,34024.30904,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,OK,Oklahoma,ALL,all sectors,2026794,7.47,1019.81237,13655.62785,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,OR,Oregon,ALL,all sectors,1950016,8.82,1064.32671,12071.59801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,PA,Pennsylvania,ALL,all sectors,6024504,10.21,3390.50059,33199.21374,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,PACC,Pacific Contiguous,ALL,all sectors,20611354,12.62,12716.6077,100764.92419,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,PACN,Pacific Noncontiguous,ALL,all sectors,825890,21.59,876.31713,4059.68763,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,RI,Rhode Island,ALL,all sectors,501931,16.44,292.1535,1776.73523,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,SAT,South Atlantic,ALL,all sectors,30748697,9.69,17849.80091,184126.20502,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,SC,South Carolina,ALL,all sectors,2560235,9.2,1655.62763,18000.78218,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,SD,South Dakota,ALL,all sectors,463913,9.39,275.49783,2933.3621,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,TN,Tennessee,ALL,all sectors,3268439,9.26,1988.08624,21471.20784,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,TX,Texas,ALL,all sectors,11892622,8.24,7417.80374,90019.36049,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,US,U.S. Total,ALL,all sectors,149198272,10.12,87951.62772,869315.43149,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,UT,Utah,ALL,all sectors,1161603,8.15,605.53756,7428.98294,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,VA,Virginia,ALL,all sectors,3797099,9.04,2230.44373,24667.98788,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,VT,Vermont,ALL,all sectors,366506,14.5,189.57009,1307.0257,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,WA,Washington,ALL,all sectors,3352542,7.66,1756.54234,22930.34396,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,WI,Wisconsin,ALL,all sectors,3004489,10.47,1725.9059,16477.50499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,WNC,West North Central,ALL,all sectors,10824621,8.88,6120.24656,68928.29463,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,WSC,West South Central,ALL,all sectors,17871437,8.01,10823.48891,135174.23128,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,WV,West Virginia,ALL,all sectors,1014106,8.32,614.31119,7380.52707,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q4,WY,Wyoming,ALL,all sectors,337217,7.91,339.53267,4291.17627,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,AK,Alaska,ALL,all sectors,335501,18.04,260.96014,1446.80451,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,AL,Alabama,ALL,all sectors,2557389,9.84,2491.65057,25313.8257,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,AR,Arkansas,ALL,all sectors,1588402,8.8,1212.22614,13771.85065,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,AZ,Arizona,ALL,all sectors,3004479,11.18,2798.65684,25029.70451,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,CA,California,ALL,all sectors,15303144,17.29,13017.92323,75288.19399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,CO,Colorado,ALL,all sectors,2610704,10.37,1560.41355,15044.01776,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,CT,Connecticut,ALL,all sectors,1622769,16.79,1391.87017,8287.41098,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,DC,District of Columbia,ALL,all sectors,274112,12.01,381.69325,3176.96916,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,DE,Delaware,ALL,all sectors,469321,11.12,348.82115,3135.84703,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,ENC,East North Central,ALL,all sectors,22308293,10.19,15480.17888,151893.60491,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,ESC,East South Central,ALL,all sectors,9601334,9.41,8313.26948,88366.178,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,FL,Florida,ALL,all sectors,10181425,10.56,7254.51512,68683.97573,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,GA,Georgia,ALL,all sectors,4781461,10.63,4200.22598,39500.54174,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,HI,Hawaii,ALL,all sectors,490025,26.33,690.17426,2620.94618,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,IA,Iowa,ALL,all sectors,1593497,9.63,1203.46314,12501.42185,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,ID,Idaho,ALL,all sectors,836254,8.26,538.01685,6514.24487,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,IL,Illinois,ALL,all sectors,5780737,9.63,3696.90343,38394.09122,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,IN,Indiana,ALL,all sectors,3172750,9.08,2537.72951,27940.02323,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,KS,Kansas,ALL,all sectors,1489886,10.38,1226.18549,11817.68283,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,KY,Kentucky,ALL,all sectors,2256070,8.43,1712.67397,20305.86992,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,LA,Louisiana,ALL,all sectors,2368256,7.92,2144.79155,27093.62081,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MA,Massachusetts,ALL,all sectors,3213868,16.31,2463.63284,15108.72461,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MAT,Middle Atlantic,ALL,all sectors,18186069,13.47,13880.20436,103082.64652,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MD,Maryland,ALL,all sectors,2518412,12.05,2006.98365,16649.79377,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,ME,Maine,ALL,all sectors,806770,12.23,382.88083,3131.88401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MI,Michigan,ALL,all sectors,4820311,11.34,3100.98196,27344.28689,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MN,Minnesota,ALL,all sectors,2665845,10.07,1763.45888,17516.2463,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MO,Missouri,ALL,all sectors,3120175,10.61,2436.50363,22955.23829,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MS,Mississippi,ALL,all sectors,1516322,9.61,1390.04092,14459.40999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MT,Montana,ALL,all sectors,608291,8.96,318.29617,3551.9863,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,MTN,Mountain,ALL,all sectors,10870860,10.13,8162.1825,80574.50447,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NC,North Carolina,ALL,all sectors,5021417,9.76,3669.20751,37609.52622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,ND,North Dakota,ALL,all sectors,452727,9.29,398.09264,4287.11764,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NE,Nebraska,ALL,all sectors,1039985,9.74,815.69513,8370.72696,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NEW,New England,ALL,all sectors,7227668,15.85,5250.1016,33118.00331,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NH,New Hampshire,ALL,all sectors,717404,15.08,449.05727,2977.3711,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NJ,New Jersey,ALL,all sectors,4024480,14.3,3197.44084,22355.34924,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NM,New Mexico,ALL,all sectors,1023141,10.24,671.1183,6552.48295,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NV,Nevada,ALL,all sectors,1294737,10.28,1165.54998,11342.21558,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,NY,New York,ALL,all sectors,8143831,15.82,6667.99404,42161.26227,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,OH,Ohio,ALL,all sectors,5528442,10.3,4088.66495,39687.11633,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,OK,Oklahoma,ALL,all sectors,2023802,8.48,1543.10346,18188.34108,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,OR,Oregon,ALL,all sectors,1945386,8.75,1043.03362,11914.19322,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,PA,Pennsylvania,ALL,all sectors,6017758,10.41,4014.76947,38566.035,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,PACC,Pacific Contiguous,ALL,all sectors,20592389,14.39,15664.55185,108824.05321,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,PACN,Pacific Noncontiguous,ALL,all sectors,825526,23.38,951.13441,4067.75068,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,RI,Rhode Island,ALL,all sectors,499972,16.35,355.72656,2175.47493,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,SAT,South Atlantic,ALL,all sectors,30602653,10.29,23659.13018,229872.23128,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,SC,South Carolina,ALL,all sectors,2554817,9.98,2316.34741,23220.62031,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,SD,South Dakota,ALL,all sectors,463090,9.91,311.04519,3137.58784,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,TN,Tennessee,ALL,all sectors,3271553,9.61,2718.90402,28287.07238,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,TX,Texas,ALL,all sectors,11898543,8.89,10539.57868,118488.90364,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,US,U.S. Total,ALL,all sectors,148919002,10.87,114954.89717,1057927.7102,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,UT,Utah,ALL,all sectors,1156409,9.28,782.47441,8434.52315,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,VA,Virginia,ALL,all sectors,3788300,9.42,2822.18364,29974.40122,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,VT,Vermont,ALL,all sectors,366885,14.4,206.93395,1437.13767,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,WA,Washington,ALL,all sectors,3343858,7.42,1603.595,21621.66602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,WI,Wisconsin,ALL,all sectors,3006054,11.1,2055.89905,18528.08724,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,WNC,West North Central,ALL,all sectors,10825206,10.12,8154.44409,80586.02169,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,WSC,West South Central,ALL,all sectors,17879004,8.7,15439.69983,177542.71616,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,WV,West Virginia,ALL,all sectors,1013387,8.32,659.15248,7920.5561,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q3,WY,Wyoming,ALL,all sectors,336846,7.98,327.6564,4105.32935,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,AK,Alaska,ALL,all sectors,333826,17.68,252.45076,1427.81578,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,AL,Alabama,ALL,all sectors,2550415,9.47,2030.59218,21450.0267,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,AR,Arkansas,ALL,all sectors,1575595,8.19,855.74801,10446.88709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,AZ,Arizona,ALL,all sectors,2999416,10.72,2038.92036,19016.09081,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,CA,California,ALL,all sectors,15180762,14.56,8960.43606,61552.53601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,CO,Colorado,ALL,all sectors,2603991,9.95,1267.42285,12733.13744,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,CT,Connecticut,ALL,all sectors,1623206,18.44,1239.05063,6719.40995,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,DC,District of Columbia,ALL,all sectors,271894,12.07,334.80515,2774.25613,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,DE,Delaware,ALL,all sectors,468141,11.09,290.62737,2620.04962,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,ENC,East North Central,ALL,all sectors,22285150,9.78,13045.93609,133455.35946,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,ESC,East South Central,ALL,all sectors,9571307,9.03,6676.87862,73944.9434,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,FL,Florida,ALL,all sectors,10151385,10.43,6202.15784,59478.31612,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,GA,Georgia,ALL,all sectors,4767543,9.49,3097.48414,32645.8363,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,HI,Hawaii,ALL,all sectors,489496,26.2,597.54995,2280.52607,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,IA,Iowa,ALL,all sectors,1589391,8.39,931.54369,11108.31903,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,ID,Idaho,ALL,all sectors,832526,8.21,486.11244,5919.4684,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,IL,Illinois,ALL,all sectors,5769852,9.28,3007.94716,32420.76369,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,IN,Indiana,ALL,all sectors,3167950,8.96,2221.05874,24785.47164,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,KS,Kansas,ALL,all sectors,1483603,10.31,973.58708,9440.65645,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,KY,Kentucky,ALL,all sectors,2250765,7.92,1450.3975,18311.44285,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,LA,Louisiana,ALL,all sectors,2359862,7.6,1627.34842,21411.27209,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MA,Massachusetts,ALL,all sectors,3217890,16.73,2113.11767,12633.12816,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MAT,Middle Atlantic,ALL,all sectors,18163798,12.84,11082.35645,86310.72494,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MD,Maryland,ALL,all sectors,2513365,12.01,1712.72561,14263.54348,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,ME,Maine,ALL,all sectors,796508,12.36,344.62074,2788.10158,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MI,Michigan,ALL,all sectors,4815889,10.58,2602.1059,24601.65606,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MN,Minnesota,ALL,all sectors,2688484,9.68,1509.94715,15590.82533,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MO,Missouri,ALL,all sectors,3115299,9.79,1831.62514,18717.44876,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MS,Mississippi,ALL,all sectors,1511448,9.67,1084.88536,11217.02813,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MT,Montana,ALL,all sectors,604487,8.94,297.91586,3331.48192,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,MTN,Mountain,ALL,all sectors,10837887,9.63,6426.55165,66768.11041,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NC,North Carolina,ALL,all sectors,5003022,9.2,2912.43966,31666.86745,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,ND,North Dakota,ALL,all sectors,448757,9.08,372.26017,4098.55204,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NE,Nebraska,ALL,all sectors,1034881,8.97,604.44068,6742.19468,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NEW,New England,ALL,all sectors,7217919,16.52,4585.66206,27753.70047,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NH,New Hampshire,ALL,all sectors,712428,16.2,416.48214,2571.30863,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NJ,New Jersey,ALL,all sectors,4008770,13.97,2490.43663,17828.09044,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NM,New Mexico,ALL,all sectors,1021372,9.63,530.13947,5507.49482,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NV,Nevada,ALL,all sectors,1288933,9.54,848.43109,8890.02912,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,NY,New York,ALL,all sectors,8135675,14.88,5142.54283,34564.16377,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,OH,Ohio,ALL,all sectors,5533054,9.78,3470.10071,35482.97597,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,OK,Oklahoma,ALL,all sectors,2016678,8.01,1176.24302,14676.31364,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,OR,Oregon,ALL,all sectors,1938119,8.7,982.46174,11290.51165,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,PA,Pennsylvania,ALL,all sectors,6019353,10.17,3449.37698,33918.47073,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,PACC,Pacific Contiguous,ALL,all sectors,20451404,12.2,11474.68598,94028.96068,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,PACN,Pacific Noncontiguous,ALL,all sectors,823322,22.92,850.00073,3708.34185,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,RI,Rhode Island,ALL,all sectors,501904,16.37,287.80509,1758.46737,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,SAT,South Atlantic,ALL,all sectors,30429348,9.87,19455.57155,197093.19771,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2015-Q2,SC,South Carolina,ALL,all sectors,2543429,9.47,1862.6776,19675.20817,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
