period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2021-Q4,AR,Arkansas,ALL,all sectors,1682150,8.93,998.31874,11182.9783,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,AZ,Arizona,ALL,all sectors,3323494,10.37,1784.58522,17217.02057,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,CA,California,ALL,all sectors,15974282,19.4,11536.6831,59473.14793,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,CO,Colorado,ALL,all sectors,2863058,10.99,1446.62016,13161.74062,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,CT,Connecticut,ALL,all sectors,1693639,18.16,1172.27099,6453.56206,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,DC,District of Columbia,ALL,all sectors,327531,13.87,336.78975,2427.32174,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,DE,Delaware,ALL,all sectors,515831,10.86,285.50218,2628.61348,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,ENC,East North Central,ALL,all sectors,23231183,10.94,14337.3364,131079.47271,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,ESC,East South Central,ALL,all sectors,10208828,9.7,6941.01306,71523.8305,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,FL,Florida,ALL,all sectors,11292540,10.95,6161.94582,56298.36396,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,GA,Georgia,ALL,all sectors,5219552,10.52,3348.93101,31837.81948,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,HI,Hawaii,ALL,all sectors,505381,32.01,736.78833,2301.68075,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,IA,Iowa,ALL,all sectors,1679538,8.29,1067.36915,12870.15378,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,ID,Idaho,ALL,all sectors,961841,8.23,466.57701,5666.43949,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,IL,Illinois,ALL,all sectors,6009757,10.59,3367.72265,31795.7892,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,IN,Indiana,ALL,all sectors,3343753,10.75,2518.59471,23427.27801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,KS,Kansas,ALL,all sectors,1564424,10.27,952.41148,9277.17866,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,KY,Kentucky,ALL,all sectors,2361964,9.6,1691.49859,17615.60435,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,LA,Louisiana,ALL,all sectors,2454779,9.21,1962.39484,21306.20477,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MA,Massachusetts,ALL,all sectors,3286176,19.4,2286.82117,11784.77196,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MAT,Middle Atlantic,ALL,all sectors,18892468,13.34,11194.13108,83937.92841,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MD,Maryland,ALL,all sectors,2669034,12.23,1674.53805,13697.54342,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,ME,Maine,ALL,all sectors,822679,14.95,415.74678,2780.24798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MI,Michigan,ALL,all sectors,5024581,12.88,3078.79305,23896.72815,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MN,Minnesota,ALL,all sectors,2825432,11.03,1787.32599,16200.12436,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MO,Missouri,ALL,all sectors,3276836,9.23,1621.37821,17563.19886,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MS,Mississippi,ALL,all sectors,1581272,9.62,1072.66765,11151.90753,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MT,Montana,ALL,all sectors,659577,9.61,349.18059,3635.32807,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,MTN,Mountain,ALL,all sectors,12001320,9.53,6274.79997,65850.48012,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NC,North Carolina,ALL,all sectors,5537062,9.28,2914.86576,31409.95352,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,ND,North Dakota,ALL,all sectors,479074,8.47,502.05049,5929.02822,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NE,Nebraska,ALL,all sectors,1092399,8.39,648.12675,7725.0783,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NEW,New England,ALL,all sectors,7445854,18.35,4884.29635,26622.44018,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NH,New Hampshire,ALL,all sectors,752593,18.01,464.97532,2581.05123,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NJ,New Jersey,ALL,all sectors,4211657,13.6,2229.89458,16396.59195,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NM,New Mexico,ALL,all sectors,1073149,9.51,581.9832,6121.6402,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NV,Nevada,ALL,all sectors,1433004,8.47,709.5664,8380.72699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,NY,New York,ALL,all sectors,8452959,16.21,5392.99429,33278.75754,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,OH,Ohio,ALL,all sectors,5712616,10.1,3554.25784,35196.47367,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,OK,Oklahoma,ALL,all sectors,2148182,8.77,1281.3466,14618.82334,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,OR,Oregon,ALL,all sectors,2083867,9.03,1237.10185,13696.32523,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,PA,Pennsylvania,ALL,all sectors,6227852,10.42,3571.24221,34262.57894,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,PACC,Pacific Contiguous,ALL,all sectors,21714924,15.44,14784.67958,95736.4843,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,PACN,Pacific Noncontiguous,ALL,all sectors,856304,27.18,1061.45257,3904.98454,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,RI,Rhode Island,ALL,all sectors,509434,18.91,319.75841,1690.62347,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,SAT,South Atlantic,ALL,all sectors,33453053,10.35,20182.03197,195016.60744,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,SC,South Carolina,ALL,all sectors,2850041,10.27,1912.70391,18632.44741,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,SD,South Dakota,ALL,all sectors,494549,10.12,319.01653,3152.56609,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,TN,Tennessee,ALL,all sectors,3553824,10.01,2283.98671,22820.28256,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,TX,Texas,ALL,all sectors,13561208,8.76,9036.89894,103150.88676,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,US,U.S. Total,ALL,all sectors,159062506,11.13,99836.37863,896648.44964,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,UT,Utah,ALL,all sectors,1337793,8.05,618.25015,7677.49105,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,VA,Virginia,ALL,all sectors,4017783,9.4,2822.43026,30017.38367,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,VT,Vermont,ALL,all sectors,381333,16.87,224.72368,1332.1835,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,WA,Washington,ALL,all sectors,3656775,8.91,2010.89464,22567.01114,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,WI,Wisconsin,ALL,all sectors,3140476,10.84,1817.96816,16763.20368,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,WNC,West North Central,ALL,all sectors,11412253,9.49,6897.67857,72717.32826,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,WSC,West South Central,ALL,all sectors,19846319,8.84,13278.95912,150258.89318,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,WV,West Virginia,ALL,all sectors,1023679,8.98,724.32524,8067.16079,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q4,WY,Wyoming,ALL,all sectors,349404,7.97,318.03726,3990.09313,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,AK,Alaska,ALL,all sectors,350614,20.21,277.53666,1373.21016,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,AL,Alabama,ALL,all sectors,2703659,10.74,2604.55907,24262.17704,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,AR,Arkansas,ALL,all sectors,1686819,9.52,1359.68762,14281.89525,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,AZ,Arizona,ALL,all sectors,3297777,11.32,2982.25311,26351.97375,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,CA,California,ALL,all sectors,15777324,21.2,16043.15107,75681.37031,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,CO,Colorado,ALL,all sectors,2852371,11.57,1869.13634,16154.89543,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,CT,Connecticut,ALL,all sectors,1691463,18.25,1433.2144,7853.91496,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,DC,District of Columbia,ALL,all sectors,325902,12.88,374.55528,2907.95252,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,DE,Delaware,ALL,all sectors,514332,10.5,350.11327,3334.81679,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,ENC,East North Central,ALL,all sectors,23198451,10.88,16717.19973,153655.48835,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,ESC,East South Central,ALL,all sectors,10191555,9.99,8719.68491,87326.46394,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,FL,Florida,ALL,all sectors,11262487,10.74,7691.13883,71617.63001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,GA,Georgia,ALL,all sectors,5202917,11.11,4412.60872,39715.46901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,HI,Hawaii,ALL,all sectors,504747,30.52,726.43603,2380.28865,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,IA,Iowa,ALL,all sectors,1676320,10.76,1519.58408,14124.72673,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,ID,Idaho,ALL,all sectors,955985,8.35,600.48028,7195.0366,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,IL,Illinois,ALL,all sectors,5999972,10.11,3917.07125,38727.836,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,IN,Indiana,ALL,all sectors,3338986,10.55,2903.68478,27519.02208,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,KS,Kansas,ALL,all sectors,1563764,10.77,1311.21831,12175.7267,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,KY,Kentucky,ALL,all sectors,2357172,9.33,1914.31898,20523.86688,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,LA,Louisiana,ALL,all sectors,2449016,9.18,2359.98326,25708.32691,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MA,Massachusetts,ALL,all sectors,3288892,19.54,2815.4596,14410.30253,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MAT,Middle Atlantic,ALL,all sectors,18871587,13.95,14233.95864,102063.63295,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MD,Maryland,ALL,all sectors,2664890,11.36,1906.72035,16786.17015,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,ME,Maine,ALL,all sectors,826028,13.88,424.57915,3058.55502,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MI,Michigan,ALL,all sectors,5018799,13.23,3671.28009,27752.67743,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MN,Minnesota,ALL,all sectors,2818660,11.67,2078.16895,17802.71908,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MO,Missouri,ALL,all sectors,3273223,11.39,2540.81379,22299.37307,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MS,Mississippi,ALL,all sectors,1579649,9.6,1343.6779,13996.91355,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MT,Montana,ALL,all sectors,659355,9.97,378.04619,3790.37114,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,MTN,Mountain,ALL,all sectors,11944073,10.29,8953.31375,86980.33778,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NC,North Carolina,ALL,all sectors,5564625,9.59,3751.47596,39112.62443,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,ND,North Dakota,ALL,all sectors,478143,9.1,503.02436,5527.71347,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NE,Nebraska,ALL,all sectors,1096436,9.22,851.01566,9232.76666,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NEW,New England,ALL,all sectors,7441650,18.21,5796.19267,31832.60706,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NH,New Hampshire,ALL,all sectors,753306,17.26,510.64203,2957.6894,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NJ,New Jersey,ALL,all sectors,4206380,14.6,3213.14075,22007.63575,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NM,New Mexico,ALL,all sectors,1071852,10.61,771.52573,7271.78497,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NV,Nevada,ALL,all sectors,1428661,9.27,1185.94975,12792.63551,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,NY,New York,ALL,all sectors,8443884,17.27,7062.30601,40890.66745,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,OH,Ohio,ALL,all sectors,5702782,10.02,4079.89785,40727.37886,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,OK,Oklahoma,ALL,all sectors,2142271,9.32,1800.19079,19324.06638,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,OR,Oregon,ALL,all sectors,2078139,8.97,1229.759,13705.03235,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,PA,Pennsylvania,ALL,all sectors,6221322,10.11,3958.51188,39165.32975,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,PACC,Pacific Contiguous,ALL,all sectors,21510042,17.32,19107.78621,110297.55404,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,PACN,Pacific Noncontiguous,ALL,all sectors,855362,26.75,1003.9727,3753.49881,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,RI,Rhode Island,ALL,all sectors,500732,17.86,383.9263,2150.15787,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,SAT,South Atlantic,ALL,all sectors,33416359,10.38,24892.788,239722.88913,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,SC,South Carolina,ALL,all sectors,2852472,10.22,2367.34951,23158.93367,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,SD,South Dakota,ALL,all sectors,493366,10.74,372.15997,3463.92622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,TN,Tennessee,ALL,all sectors,3551075,10.01,2857.12895,28543.50646,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,TX,Texas,ALL,all sectors,13934177,8.9,11739.659,131857.90079,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,US,U.S. Total,ALL,all sectors,159041273,11.53,125860.4024,1091431.61329,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,UT,Utah,ALL,all sectors,1329152,8.91,843.43804,9466.55639,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,VA,Virginia,ALL,all sectors,4006582,9.49,3301.22039,34802.78586,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,VT,Vermont,ALL,all sectors,381228,16.29,228.3712,1401.98727,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,WA,Washington,ALL,all sectors,3654579,8.77,1834.87616,20911.15139,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,WI,Wisconsin,ALL,all sectors,3137912,11.33,2145.26577,18928.57398,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,WNC,West North Central,ALL,all sectors,11399912,10.84,9175.98514,84626.95193,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,WSC,West South Central,ALL,all sectors,20212283,9.03,17259.52065,191172.18932,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,WV,West Virginia,ALL,all sectors,1022152,8.9,737.60571,8286.50669,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q3,WY,Wyoming,ALL,all sectors,348920,8.15,322.48434,3957.08398,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,AK,Alaska,ALL,all sectors,349106,20.16,279.48395,1386.1533,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,AL,Alabama,ALL,all sectors,2689247,10.3,2086.95966,20255.9199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,AR,Arkansas,ALL,all sectors,1678386,8.59,948.81859,11043.90908,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,AZ,Arizona,ALL,all sectors,3285046,10.95,2343.70664,21399.07334,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,CA,California,ALL,all sectors,15732925,19.35,10895.33508,56300.52507,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,CO,Colorado,ALL,all sectors,2842316,10.7,1459.63394,13638.86804,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,CT,Connecticut,ALL,all sectors,1689969,17.99,1170.26242,6504.39092,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,DC,District of Columbia,ALL,all sectors,324603,12.36,292.94566,2370.05732,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,DE,Delaware,ALL,all sectors,512133,10.36,277.55156,2679.36708,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,ENC,East North Central,ALL,all sectors,23168187,10.59,13924.53557,131432.07073,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,ESC,East South Central,ALL,all sectors,10152612,9.63,6879.79753,71423.73369,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,FL,Florida,ALL,all sectors,11190599,10.5,6363.50569,60581.42724,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,GA,Georgia,ALL,all sectors,5182710,10.34,3385.37257,32733.32571,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,HI,Hawaii,ALL,all sectors,503915,29.3,644.52902,2200.12167,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,IA,Iowa,ALL,all sectors,1670626,9.08,1142.94101,12582.79221,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,ID,Idaho,ALL,all sectors,950117,8.04,529.21562,6583.31527,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,IL,Illinois,ALL,all sectors,5998639,10.03,3206.47642,31961.48993,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,IN,Indiana,ALL,all sectors,3326794,10.13,2406.58934,23763.16622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,KS,Kansas,ALL,all sectors,1558328,10.65,1006.74251,9454.54729,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,KY,Kentucky,ALL,all sectors,2352996,8.85,1541.74168,17427.01259,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,LA,Louisiana,ALL,all sectors,2447855,8.82,1937.2241,21975.43605,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MA,Massachusetts,ALL,all sectors,3286866,18.41,2186.35394,11875.98802,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MAT,Middle Atlantic,ALL,all sectors,18824869,12.94,10674.32538,82508.38687,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MD,Maryland,ALL,all sectors,2660844,11.16,1512.67306,13552.49605,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,ME,Maine,ALL,all sectors,825472,13.2,368.14229,2788.41405,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MI,Michigan,ALL,all sectors,5012077,12.92,3116.12585,24111.74954,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MN,Minnesota,ALL,all sectors,2807743,11.3,1804.99552,15978.37059,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MO,Missouri,ALL,all sectors,3262744,10.06,1782.26946,17712.21068,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MS,Mississippi,ALL,all sectors,1577196,9.45,1055.74248,11172.28232,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MT,Montana,ALL,all sectors,654530,9.24,324.69006,3513.99401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,MTN,Mountain,ALL,all sectors,11894325,9.67,7071.63997,73121.86788,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NC,North Carolina,ALL,all sectors,5499376,9.11,2862.57381,31429.74436,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,ND,North Dakota,ALL,all sectors,476940,8.73,467.30655,5355.41551,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NE,Nebraska,ALL,all sectors,1091672,8.97,676.06564,7534.68834,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NEW,New England,ALL,all sectors,7447194,17.48,4673.71865,26735.21244,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NH,New Hampshire,ALL,all sectors,751171,17.11,437.43463,2556.50741,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NJ,New Jersey,ALL,all sectors,4194067,14.06,2436.89617,17336.34543,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NM,New Mexico,ALL,all sectors,1069226,9.62,596.01824,6193.47921,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NV,Nevada,ALL,all sectors,1421332,8.34,831.93381,9972.42567,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,NY,New York,ALL,all sectors,8413548,15.7,5072.32731,32307.17003,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,OH,Ohio,ALL,all sectors,5698174,9.62,3367.18684,34985.80574,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,OK,Oklahoma,ALL,all sectors,2134692,8.18,1250.41547,15277.96451,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,OR,Oregon,ALL,all sectors,2070616,8.86,1135.51523,12817.79081,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,PA,Pennsylvania,ALL,all sectors,6217254,9.63,3165.1019,32864.8714,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,PACC,Pacific Contiguous,ALL,all sectors,21434741,15.39,13789.68224,89581.96159,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,PACN,Pacific Noncontiguous,ALL,all sectors,853021,25.77,924.01297,3586.27497,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,RI,Rhode Island,ALL,all sectors,513648,17.52,306.47882,1749.50255,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,SAT,South Atlantic,ALL,all sectors,33211875,9.9,19680.2982,198712.1824,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,SC,South Carolina,ALL,all sectors,2826563,9.62,1830.5917,19030.89103,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,SD,South Dakota,ALL,all sectors,490937,10.52,318.85584,3030.25826,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,TN,Tennessee,ALL,all sectors,3533173,9.73,2195.3537,22568.51887,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,TX,Texas,ALL,all sectors,13746654,8.76,9131.98219,104207.39545,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,US,U.S. Total,ALL,all sectors,158353397,10.88,98085.62738,901254.67853,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,UT,Utah,ALL,all sectors,1323911,8.35,671.30006,8040.87804,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,VA,Virginia,ALL,all sectors,3992820,8.67,2491.60353,28751.35498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,VT,Vermont,ALL,all sectors,380067,16.27,205.04654,1260.40949,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,WA,Washington,ALL,all sectors,3631200,8.59,1758.83193,20463.64571,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,WI,Wisconsin,ALL,all sectors,3132502,11.01,1828.15713,16609.85931,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,WNC,West North Central,ALL,all sectors,11358988,10.05,7199.17654,71648.28285,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,WSC,West South Central,ALL,all sectors,20007587,8.7,13268.44034,152504.7051,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,WV,West Virginia,ALL,all sectors,1022227,8.75,663.48064,7583.51866,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q2,WY,Wyoming,ALL,all sectors,347847,8.34,315.1416,3779.83429,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-Q1,AK,Alaska,ALL,all sectors,347698,19.51,313.44706,1606.67175,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
